empresa,faturamento_empresa_brl,produto,tipo_cliente,mercado_principal,indice_concorrencia_1a5,indice_valor_agregado_1a5,margem_media_percentual,indice_complexidade_produtiva_1a5,indice_capex_1a5,indice_escalabilidade_1a5,indice_exigencia_regulatoria_1a5,certificacoes_principais,indice_compatibilidade_refugo_1a5,indice_compatibilidade_operacao_fazenda_1a5
BRF Ingredients,53000000000.0,Snack de manga desidratada,B2B,Ambos,4.0,3.0,18.54,5.0,1.0,3.0,1.0,Nenhuma,1.0,5.0
VerdePulp Brasil,310000000.0,Sorbet / picolé,B2B,nao informado,2.0,3.0,43.58,3.0,2.0,3.0,3.0,MAPA,5.0,4.0
MangaVale Alimentos,480000000.0,Suco pronto (NFC),B2B,Externo,1.0,3.0,46.45,4.0,2.0,3.0,2.0,MAPA,1.0,4.0
Cargill Brasil,115000000000.0,Cubos IQF,B2B,Interno,5.0,2.5,37.03,2.0,2.0,3.0,3.0,ISO/HACCP,1.0,3.0
MangaTech Foods,760000000.0,Base para néctar,B2B,Interno,1.0,2.5,21.47,4.0,4.0,3.0,1.0,ANVISA,1.0,1.0
Louis Dreyfus Company Brasil,18000000000.0,Fibra alimentar de manga,B2C,Ambos,5.0,3.0,28.02,2.0,4.0,3.0,3.0,Nenhuma,1.0,1.0
BRF Ingredients,53000000000.0,Corante natural,B2B,Ambos,2.0,3.0,20.44,1.0,1.0,4.0,5.0,ISO/HACCP,1.0,4.0
Citrosuco,25000000000.0,Fibra alimentar de manga,B2B,Interno,2.0,2.0,12.43,3.0,3.0,1.0,1.0,ISO/HACCP,3.0,2.0
MangaTech Foods,760000000.0,Ração / ingrediente para ração animal,B2B,Interno,1.0,1.0,21.44,1.0,5.0,4.0,1.0,ANVISA,2.0,2.0
JBS Ingredients,375000000000.0,Pó de manga (spray-dried),B2B,Ambos,2.0,2.5,40.42,3.0,3.0,3.0,2.0,Internacional,2.0,4.0
Bunge Brasil,95000000000.0,Concentrado de manga,B2B,Interno,2.0,1.5,34.84,1.0,4.0,3.0,2.0,ANVISA,1.0,2.0
Cargill Brasil,115000000000.0,Bebida funcional com manga,B2B,Externo,3.0,3.5,23.1,3.0,1.0,2.0,4.0,Nenhuma,1.0,2.0
VerdePulp Brasil,310000000.0,Concentrado de manga,B2B,Interno,3.0,1.5,29.12,2.0,2.0,5.0,1.0,MAPA,2.0,5.0
AgroDoce Nordeste,220000000.0,Bebida alcoólica / fermentado,B2B,Interno,2.0,3.0,23.73,5.0,3.0,3.0,1.0,Internacional,2.0,2.0
JBS Ingredients,375000000000.0,Sabonete / hidratante com manga,B2B,Interno,1.0,3.5,30.52,4.0,3.0,3.0,3.0,nao informado,4.0,3.0
Cutrale,30000000000.0,Suco pronto (NFC),B2B,Interno,4.0,4.0,37.52,4.0,5.0,1.0,4.0,MAPA,2.0,4.0
JBS Ingredients,375000000000.0,Base para néctar,B2C,Externo,3.0,2.0,41.43,1.0,1.0,4.0,3.0,Nenhuma,1.0,3.0
BRF Ingredients,53000000000.0,Sorbet / picolé,B2C,Externo,2.0,3.0,16.13,4.0,4.0,4.0,2.0,MAPA,2.0,2.0
MangaVale Alimentos,480000000.0,Concentrado de manga,B2B,Interno,2.0,5.0,34.7,5.0,3.0,4.0,5.0,MAPA,3.0,2.0
Bunge Brasil,95000000000.0,Pó de manga (spray-dried),B2B,Interno,2.0,3.0,12.33,2.0,3.0,5.0,3.0,MAPA,1.0,4.0
Ambev (bebidas),72000000000.0,Concentrado de manga,B2B,Ambos,3.0,3.5,34.97,4.0,1.0,4.0,3.0,ANVISA,2.0,1.0
nao informado,95000000000.0,Base para néctar,B2B,Interno,3.0,3.5,16.76,4.0,4.0,4.0,3.0,MAPA,3.0,2.0
Cutrale,30000000000.0,Bebida alcoólica / fermentado,B2B,Interno,3.0,4.0,37.74,4.0,2.0,4.0,4.0,ANVISA,1.0,4.0
Cargill Brasil,115000000000.0,Sabonete / hidratante com manga,B2B,Interno,3.0,3.5,37.37,3.0,1.0,3.0,4.0,MAPA,4.0,1.0
BRF Ingredients,53000000000.0,Ingrediente antioxidante,B2B,Interno,3.0,3.0,21.93,2.0,2.0,5.0,3.0,ANVISA,5.0,2.0
Ambev (bebidas),72000000000.0,Suco pronto (NFC),B2B,Interno,2.0,3.5,25.46,3.0,5.0,5.0,3.0,ISO/HACCP,1.0,4.0
Kerry do Brasil,9000000000.0,Concentrado de manga,B2B,Interno,2.0,3.5,45.12,3.0,3.0,1.0,4.0,ANVISA,2.0,3.0
NordFruit Export,540000000.0,Concentrado de manga,B2B,Ambos,3.0,4.0,20.41,3.0,3.0,1.0,5.0,Nenhuma,2.0,3.0
AgroDoce Nordeste,220000000.0,Sabonete / hidratante com manga,B2C,Ambos,4.0,4.0,44.33,5.0,4.0,3.0,3.0,MAPA,3.0,1.0
NordFruit Export,540000000.0,Sorbet / picolé,B2C,Ambos,2.0,1.5,10.03,2.0,5.0,1.0,1.0,MAPA,4.0,2.0
Cutrale,30000000000.0,Biogás / energia,B2B,Externo,3.0,4.0,23.54,3.0,3.0,3.0,5.0,ANVISA,1.0,1.0
TropFruit Ingredients,650000000.0,Fragrância para perfumaria,B2B,Interno,3.0,3.0,15.76,5.0,1.0,2.0,4.0,ISO/HACCP,1.0,2.0
BioManga Circular,120000000.0,Pó de manga (spray-dried),B2B,Ambos,4.0,3.5,38.04,3.0,1.0,5.0,3.0,MAPA,1.0,2.0
AgroDoce Nordeste,220000000.0,Esfoliante natural,B2B,Ambos,4.0,4.0,17.58,5.0,2.0,3.0,3.0,Nenhuma,3.0,2.0
MangaTech Foods,760000000.0,nao informado,B2B,Externo,2.0,3.5,29.82,5.0,3.0,3.0,2.0,Nenhuma,4.0,4.0
Cargill Brasil,115000000000.0,Esfoliante natural,nao informado,Ambos,1.0,3.0,38.21,3.0,4.0,1.0,3.0,ISO/HACCP,2.0,4.0
VerdePulp Brasil,310000000.0,Fibra alimentar de manga,B2B,Ambos,3.0,2.0,11.52,3.0,5.0,1.0,1.0,Internacional,4.0,2.0
Citrosuco,4200000000.0,Geleia/compota,B2B,nao informado,4.0,4.5,51.54,4.0,3.0,5.0,5.0,Nenhuma,4.0,1.0
Bunge Brasil,95000000000.0,Bebida funcional com manga,B2B,Externo,2.0,2.0,27.63,3.0,3.0,2.0,1.0,ISO/HACCP,4.0,3.0
Duas Rodas,4200000000.0,Molho agridoce / culinário,B2B,nao informado,2.0,4.0,15.16,3.0,2.0,5.0,4.0,MAPA,3.0,3.0
Bunge Brasil,95000000000.0,Bebida alcoólica / fermentado,B2B,Interno,3.0,2.5,44.32,2.0,3.0,3.0,3.0,Internacional,2.0,2.0
MangaTech Foods,760000000.0,Óleo / manteiga de semente de manga,B2B,Externo,1.0,3.0,27.93,3.0,2.0,5.0,3.0,ISO/HACCP,3.0,3.0
Louis Dreyfus Company Brasil,18000000000.0,Corante natural,B2B,Interno,1.0,1.5,26.64,1.0,4.0,1.0,2.0,ANVISA,1.0,3.0
BioManga Circular,120000000.0,Fibra alimentar de manga,B2B,Interno,4.0,3.0,15.64,5.0,3.0,3.0,4.0,Nenhuma,1.0,2.0
VerdePulp Brasil,310000000.0,Biocomposto / fertilizante orgânico,B2B,Externo,5.0,2.5,34.91,2.0,3.0,2.0,3.0,ISO/HACCP,2.0,2.0
MangaTech Foods,760000000.0,Esfoliante natural,B2B,Interno,4.0,5.0,28.53,5.0,5.0,4.0,5.0,MAPA,4.0,4.0
Bunge Brasil,95000000000.0,Ração / ingrediente para ração animal,B2C,Externo,3.0,2.0,9.46,3.0,4.0,1.0,1.0,ISO/HACCP,4.0,1.0
Cutrale,30000000000.0,Snack de manga desidratada,B2B,Ambos,5.0,3.5,32.46,4.0,3.0,3.0,3.0,MAPA,2.0,2.0
Ambev (bebidas),72000000000.0,Óleo / manteiga de semente de manga,B2C,Interno,3.0,3.0,24.41,3.0,1.0,3.0,3.0,ANVISA,3.0,3.0
VerdePulp Brasil,310000000.0,Bebida funcional com manga,B2C,Interno,4.0,3.0,29.51,4.0,2.0,3.0,2.0,MAPA,2.0,4.0
nao informado,650000000.0,Pó de manga (spray-dried),nao informado,Interno,1.0,3.5,30.25,4.0,2.0,5.0,3.0,Internacional,1.0,3.0
Cutrale,30000000000.0,Manga desidratada em pedaços,B2B,Interno,5.0,3.0,34.96,5.0,1.0,3.0,1.0,Internacional,3.0,1.0
Cargill Brasil,115000000000.0,Fibra alimentar de manga,B2C,Interno,3.0,3.5,41.76,4.0,3.0,3.0,3.0,ISO/HACCP,4.0,1.0
JBS Ingredients,375000000000.0,Bebida alcoólica / fermentado,B2B,Interno,5.0,3.5,13.4,4.0,2.0,4.0,3.0,Nenhuma,2.0,4.0
Duas Rodas,4200000000.0,Bebida alcoólica / fermentado,B2B,Ambos,3.0,2.5,15.32,2.0,1.0,4.0,3.0,nao informado,2.0,3.0
nao informado,220000000.0,Pectina,B2C,Externo,1.0,2.5,34.39,4.0,1.0,2.0,1.0,Nenhuma,1.0,3.0
Cutrale,30000000000.0,Sorbet / picolé,B2B,Interno,1.0,3.5,30.91,3.0,1.0,3.0,4.0,ANVISA,2.0,1.0
JBS Ingredients,375000000000.0,Cubos IQF,B2B,Interno,3.0,2.5,12.37,4.0,2.0,5.0,1.0,MAPA,2.0,2.0
Cargill Brasil,115000000000.0,Bebida funcional com manga,B2C,Ambos,3.0,2.5,17.87,3.0,5.0,4.0,2.0,MAPA,1.0,4.0
MangaVale Alimentos,480000000.0,Concentrado de manga,B2B,Externo,3.0,4.0,18.91,3.0,4.0,4.0,5.0,MAPA,2.0,1.0
AgroDoce Nordeste,220000000.0,Corante natural,B2B,Interno,4.0,4.5,27.93,5.0,2.0,4.0,4.0,MAPA,3.0,5.0
Bunge Brasil,95000000000.0,Sabonete / hidratante com manga,B2B,Externo,2.0,3.0,15.7,3.0,2.0,2.0,3.0,ISO/HACCP,2.0,1.0
Cargill Brasil,115000000000.0,Geleia/compota,B2B,Externo,5.0,3.5,45.95,2.0,2.0,3.0,5.0,Internacional,1.0,3.0
NordFruit Export,540000000.0,Corante natural,B2B,Externo,2.0,3.5,24.57,5.0,3.0,1.0,2.0,ANVISA,3.0,1.0
nao informado,95000000000.0,Aroma / extrato natural,B2C,Interno,1.0,2.5,38.84,3.0,1.0,4.0,2.0,MAPA,3.0,4.0
AgroDoce Nordeste,220000000.0,Pó de manga (spray-dried),B2B,nao informado,4.0,3.0,14.15,5.0,2.0,3.0,1.0,ANVISA,1.0,4.0
Kerry do Brasil,9000000000.0,nao informado,B2C,Externo,1.0,3.0,13.54,4.0,5.0,2.0,3.0,ISO/HACCP,2.0,1.0
VerdePulp Brasil,310000000.0,Fragrância para perfumaria,B2B,Interno,3.0,1.5,9.48,2.0,3.0,3.0,1.0,ISO/HACCP,4.0,1.0
MangaVale Alimentos,480000000.0,Fragrância para perfumaria,B2C,Externo,2.0,2.0,29.48,1.0,3.0,5.0,3.0,Internacional,3.0,4.0
Ambev (bebidas),72000000000.0,Subproduto industrial de bagaço processado,B2B,Ambos,3.0,4.0,27.93,4.0,3.0,4.0,4.0,Nenhuma,3.0,3.0
Duas Rodas,4200000000.0,nao informado,B2B,Ambos,3.0,3.5,37.33,3.0,3.0,2.0,4.0,nao informado,4.0,2.0
Cargill Brasil,115000000000.0,Polpa congelada,B2B,Interno,2.0,5.0,54.7,5.0,3.0,1.0,5.0,Nenhuma,1.0,3.0
NordFruit Export,540000000.0,Geleia/compota,B2B,Ambos,3.0,4.5,19.35,4.0,3.0,3.0,5.0,ANVISA,4.0,3.0
Cargill Brasil,4200000000.0,Chutney de manga,B2B,Interno,2.0,2.5,43.41,4.0,1.0,5.0,1.0,Nenhuma,3.0,1.0
BRF Ingredients,53000000000.0,Pectina,B2C,Interno,5.0,4.0,27.69,3.0,2.0,4.0,5.0,MAPA,4.0,1.0
Fazenda Sol do Vale,180000000.0,nao informado,B2B,Externo,4.0,3.0,18.81,4.0,3.0,3.0,2.0,ISO/HACCP,2.0,3.0
Kerry do Brasil,9000000000.0,nao informado,B2B,Externo,3.0,4.5,51.3,4.0,1.0,1.0,5.0,MAPA,1.0,1.0
Duas Rodas,4200000000.0,Base cosmética (extrato),B2B,Interno,2.0,2.5,18.58,3.0,5.0,3.0,3.0,ISO/HACCP,2.0,2.0
TropFruit Ingredients,650000000.0,Molho agridoce / culinário,B2B,nao informado,3.0,3.5,27.93,4.0,3.0,3.0,3.0,MAPA,3.0,2.0
AgroDoce Nordeste,220000000.0,Bebida alcoólica / fermentado,B2B,Interno,3.0,1.5,13.85,1.0,2.0,2.0,2.0,Nenhuma,3.0,2.0
Citrosuco,25000000000.0,nao informado,B2B,Interno,2.0,4.0,27.93,4.0,4.0,4.0,4.0,ANVISA,1.0,5.0
Cargill Brasil,115000000000.0,Fibra alimentar de manga,B2B,Interno,1.0,3.0,29.12,3.0,5.0,5.0,1.0,ISO/HACCP,3.0,4.0
Cargill Brasil,115000000000.0,Cubos IQF,B2B,Interno,5.0,2.5,16.09,3.0,1.0,4.0,2.0,Nenhuma,1.0,5.0
Cutrale,30000000000.0,Base para néctar,B2B,Ambos,2.0,2.0,36.15,1.0,4.0,1.0,3.0,ANVISA,1.0,3.0
Kerry do Brasil,9000000000.0,Sabonete / hidratante com manga,B2B,Externo,4.0,2.5,14.4,4.0,4.0,3.0,1.0,ANVISA,3.0,1.0
Citrosuco,25000000000.0,Ingrediente antioxidante,B2B,nao informado,4.0,2.0,37.51,3.0,3.0,3.0,3.0,Internacional,2.0,3.0
Fazenda Sol do Vale,180000000.0,Pectina,B2B,Ambos,4.0,4.0,20.89,5.0,2.0,1.0,3.0,Nenhuma,4.0,4.0
VerdePulp Brasil,310000000.0,Ingrediente antioxidante,B2B,Externo,3.0,1.0,35.8,1.0,2.0,5.0,1.0,Nenhuma,3.0,2.0
Ambev (bebidas),72000000000.0,Biogás / energia,B2B,Interno,3.0,2.5,29.33,4.0,2.0,3.0,1.0,ANVISA,4.0,2.0
Kerry do Brasil,9000000000.0,Base para néctar,B2C,Interno,5.0,3.5,46.52,4.0,4.0,3.0,3.0,nao informado,2.0,5.0
Citrosuco,25000000000.0,Purê de manga asséptico,B2C,Interno,4.0,4.0,16.15,5.0,2.0,4.0,3.0,ANVISA,2.0,5.0
MangaTech Foods,760000000.0,Sabonete / hidratante com manga,B2B,Interno,5.0,2.0,33.04,2.0,3.0,3.0,2.0,ANVISA,5.0,2.0
Cutrale,30000000000.0,Polpa congelada,B2B,Interno,3.0,1.5,17.89,2.0,4.0,3.0,1.0,ANVISA,1.0,1.0
Louis Dreyfus Company Brasil,18000000000.0,Ração / ingrediente para ração animal,B2B,Interno,1.0,2.0,27.93,3.0,5.0,3.0,1.0,Nenhuma,5.0,4.0
Fazenda Sol do Vale,180000000.0,Fibra alimentar de manga,B2B,Ambos,3.0,3.0,26.72,4.0,3.0,3.0,2.0,MAPA,2.0,1.0
TropFruit Ingredients,650000000.0,Suco pronto (NFC),B2C,Externo,4.0,1.5,9.93,2.0,2.0,2.0,1.0,Internacional,1.0,3.0
AgroDoce Nordeste,220000000.0,Molho agridoce / culinário,B2C,Interno,5.0,2.5,22.27,4.0,5.0,5.0,1.0,ISO/HACCP,1.0,3.0
Louis Dreyfus Company Brasil,18000000000.0,Polpa congelada,B2B,Externo,3.0,2.0,9.41,3.0,2.0,3.0,1.0,MAPA,2.0,5.0
Duas Rodas,4200000000.0,Manga desidratada em pedaços,B2B,Interno,3.0,4.5,51.03,4.0,5.0,2.0,5.0,Internacional,2.0,4.0
AgroDoce Nordeste,4200000000.0,Chutney de manga,B2B,Interno,3.0,4.5,47.78,4.0,4.0,1.0,5.0,ISO/HACCP,4.0,1.0
MangaVale Alimentos,480000000.0,Ração / ingrediente para ração animal,B2B,Externo,3.0,2.5,24.68,2.0,4.0,2.0,3.0,Internacional,4.0,2.0
NordFruit Export,540000000.0,Fragrância para perfumaria,B2B,Ambos,3.0,2.0,16.21,3.0,2.0,4.0,1.0,Internacional,1.0,5.0
BRF Ingredients,53000000000.0,Óleo / manteiga de semente de manga,B2C,Interno,2.0,3.5,20.67,4.0,2.0,4.0,3.0,Nenhuma,2.0,4.0
nao informado,120000000.0,Sabonete / hidratante com manga,B2B,Externo,3.0,2.5,40.76,3.0,3.0,2.0,2.0,nao informado,1.0,2.0
Ambev (bebidas),72000000000.0,Esfoliante natural,B2B,nao informado,4.0,3.5,34.13,4.0,1.0,3.0,3.0,MAPA,2.0,3.0
JBS Ingredients,375000000000.0,nao informado,B2B,Ambos,4.0,2.5,16.18,3.0,2.0,4.0,2.0,MAPA,1.0,3.0
Cutrale,30000000000.0,Snack de manga desidratada,B2B,Ambos,4.0,3.0,46.07,2.0,3.0,1.0,4.0,Nenhuma,2.0,1.0
BioManga Circular,120000000.0,Snack de manga desidratada,B2B,Externo,4.0,1.5,38.56,2.0,2.0,3.0,1.0,Nenhuma,5.0,2.0
Kerry do Brasil,9000000000.0,Geleia/compota,B2B,Interno,5.0,3.5,13.87,5.0,4.0,5.0,2.0,Nenhuma,1.0,4.0
JBS Ingredients,375000000000.0,Corante natural,B2B,Ambos,5.0,3.5,34.04,3.0,5.0,4.0,3.0,Internacional,1.0,1.0
MangaTech Foods,760000000.0,Concentrado de manga,B2C,Ambos,3.0,3.5,39.6,4.0,5.0,2.0,3.0,MAPA,1.0,3.0
Citrosuco,25000000000.0,Suco pronto (NFC),B2B,Interno,4.0,2.5,36.19,2.0,4.0,3.0,3.0,MAPA,2.0,2.0
Louis Dreyfus Company Brasil,18000000000.0,Sabonete / hidratante com manga,B2C,Interno,4.0,2.5,33.98,3.0,2.0,3.0,1.0,MAPA,5.0,3.0
BRF Ingredients,53000000000.0,Sabonete / hidratante com manga,B2B,Interno,3.0,3.0,18.74,5.0,3.0,2.0,3.0,Internacional,3.0,3.0
TropFruit Ingredients,650000000.0,Concentrado de manga,B2C,Interno,2.0,2.0,27.93,2.0,5.0,5.0,2.0,MAPA,2.0,2.0
Cutrale,30000000000.0,Corante natural,B2B,Externo,3.0,3.5,27.93,3.0,2.0,4.0,4.0,Nenhuma,2.0,1.0
BioManga Circular,120000000.0,Geleia/compota,B2C,Ambos,1.0,3.5,40.96,4.0,2.0,3.0,3.0,MAPA,2.0,3.0
MangaVale Alimentos,480000000.0,Corante natural,B2B,Externo,4.0,4.0,31.39,5.0,2.0,2.0,3.0,ANVISA,1.0,2.0
nao informado,480000000.0,Base para néctar,B2C,Externo,3.0,2.5,23.5,4.0,3.0,1.0,1.0,MAPA,5.0,3.0
Cutrale,30000000000.0,Polpa congelada,B2B,Interno,3.0,3.0,20.75,3.0,2.0,4.0,3.0,ANVISA,2.0,4.0
BioManga Circular,120000000.0,Concentrado de manga,B2B,Interno,3.0,3.0,41.6,4.0,5.0,4.0,2.0,MAPA,1.0,4.0
NordFruit Export,540000000.0,Aroma / extrato natural,B2C,Interno,3.0,2.5,20.27,3.0,2.0,3.0,3.0,Nenhuma,2.0,1.0
JBS Ingredients,375000000000.0,Biocomposto / fertilizante orgânico,B2C,Interno,3.0,2.0,18.65,2.0,2.0,4.0,2.0,Nenhuma,1.0,1.0
NordFruit Export,540000000.0,Molho agridoce / culinário,B2B,Interno,3.0,4.0,50.15,3.0,4.0,3.0,5.0,ISO/HACCP,1.0,3.0
Bunge Brasil,4200000000.0,Subproduto industrial de bagaço processado,B2B,Interno,3.0,4.5,16.63,5.0,3.0,1.0,4.0,MAPA,3.0,4.0
Bunge Brasil,95000000000.0,Polpa congelada,B2B,nao informado,5.0,2.5,38.42,3.0,2.0,3.0,2.0,MAPA,1.0,5.0
nao informado,540000000.0,Aroma / extrato natural,B2B,Externo,3.0,4.5,29.62,5.0,3.0,4.0,4.0,ISO/HACCP,5.0,4.0
nao informado,53000000000.0,nao informado,B2C,Ambos,3.0,2.0,26.91,3.0,2.0,1.0,1.0,Internacional,5.0,2.0
AgroDoce Nordeste,220000000.0,Polpa congelada,nao informado,Interno,3.0,4.0,18.91,4.0,2.0,4.0,4.0,nao informado,3.0,1.0
NordFruit Export,540000000.0,Sorbet / picolé,B2B,Externo,3.0,3.5,19.78,4.0,3.0,4.0,3.0,ISO/HACCP,1.0,3.0
TropFruit Ingredients,650000000.0,Suco pronto (NFC),B2C,Ambos,3.0,4.0,23.79,4.0,3.0,5.0,4.0,nao informado,3.0,1.0
Louis Dreyfus Company Brasil,4200000000.0,Ração / ingrediente para ração animal,B2C,nao informado,2.0,3.0,36.97,2.0,4.0,3.0,4.0,MAPA,2.0,2.0
BioManga Circular,120000000.0,Aroma / extrato natural,B2C,Externo,3.0,3.5,40.54,5.0,5.0,3.0,2.0,MAPA,2.0,3.0
Kerry do Brasil,9000000000.0,Ingrediente antioxidante,B2B,Ambos,1.0,4.0,23.65,3.0,3.0,4.0,5.0,ISO/HACCP,2.0,3.0
TropFruit Ingredients,650000000.0,nao informado,B2B,Interno,2.0,2.5,38.23,3.0,5.0,5.0,2.0,ANVISA,1.0,1.0
Cutrale,30000000000.0,Cubos IQF,B2C,Externo,3.0,3.5,44.34,3.0,2.0,3.0,4.0,ISO/HACCP,1.0,2.0
Fazenda Sol do Vale,180000000.0,nao informado,B2B,Externo,2.0,2.0,28.56,2.0,1.0,3.0,2.0,ISO/HACCP,1.0,2.0
Kerry do Brasil,9000000000.0,Bebida funcional com manga,B2B,Interno,3.0,2.0,28.72,1.0,3.0,3.0,3.0,Internacional,4.0,1.0
BioManga Circular,120000000.0,Corante natural,B2B,Interno,5.0,3.5,17.89,3.0,2.0,4.0,4.0,Nenhuma,4.0,2.0
Duas Rodas,4200000000.0,Manga desidratada em pedaços,B2B,Ambos,3.0,3.5,37.43,3.0,2.0,1.0,4.0,ISO/HACCP,1.0,2.0
BRF Ingredients,53000000000.0,Fibra alimentar de manga,B2B,Interno,2.0,3.0,23.85,3.0,1.0,2.0,4.0,MAPA,1.0,1.0
Louis Dreyfus Company Brasil,18000000000.0,Óleo / manteiga de semente de manga,B2C,Ambos,3.0,4.5,51.87,4.0,1.0,3.0,5.0,Internacional,2.0,5.0
Bunge Brasil,95000000000.0,Esfoliante natural,B2C,Externo,5.0,2.5,40.45,3.0,2.0,1.0,2.0,ANVISA,4.0,3.0
Bunge Brasil,95000000000.0,Snack de manga desidratada,B2B,Externo,3.0,2.5,18.38,2.0,3.0,4.0,3.0,Internacional,2.0,3.0
Duas Rodas,4200000000.0,Subproduto industrial de bagaço processado,B2B,Interno,3.0,3.5,15.38,2.0,3.0,2.0,5.0,MAPA,4.0,2.0
Kerry do Brasil,9000000000.0,Purê de manga asséptico,B2B,Externo,2.0,3.5,21.72,4.0,4.0,3.0,3.0,ISO/HACCP,1.0,5.0
AgroDoce Nordeste,220000000.0,Chutney de manga,B2C,nao informado,5.0,3.5,47.6,4.0,1.0,4.0,3.0,Nenhuma,2.0,5.0
MangaVale Alimentos,480000000.0,Corante natural,B2B,Ambos,3.0,3.0,14.66,1.0,4.0,3.0,5.0,ISO/HACCP,1.0,3.0
Kerry do Brasil,9000000000.0,Snack de manga desidratada,B2B,Interno,3.0,3.5,39.38,4.0,3.0,5.0,3.0,Nenhuma,1.0,2.0
TropFruit Ingredients,650000000.0,Pectina,B2B,Interno,3.0,2.5,25.94,2.0,2.0,1.0,3.0,Nenhuma,2.0,2.0
Citrosuco,25000000000.0,Purê de manga asséptico,B2B,Interno,4.0,2.0,33.99,2.0,3.0,3.0,2.0,Nenhuma,1.0,5.0
NordFruit Export,540000000.0,Pectina,B2C,Ambos,4.0,2.0,20.24,3.0,3.0,1.0,1.0,Nenhuma,2.0,1.0
Louis Dreyfus Company Brasil,18000000000.0,Suco pronto (NFC),B2B,Externo,2.0,3.5,36.34,5.0,2.0,3.0,2.0,MAPA,2.0,3.0
BRF Ingredients,53000000000.0,Sabonete / hidratante com manga,B2B,Ambos,4.0,3.0,13.7,2.0,1.0,3.0,4.0,MAPA,1.0,4.0
MangaTech Foods,760000000.0,nao informado,B2B,Interno,5.0,3.0,27.13,5.0,3.0,4.0,1.0,ISO/HACCP,2.0,1.0
Cutrale,30000000000.0,Ração / ingrediente para ração animal,B2B,Ambos,4.0,2.5,37.04,3.0,2.0,1.0,2.0,ANVISA,4.0,5.0
MangaVale Alimentos,480000000.0,Bebida funcional com manga,B2B,Ambos,2.0,2.5,43.1,2.0,3.0,5.0,3.0,ISO/HACCP,1.0,3.0
Ambev (bebidas),72000000000.0,Fragrância para perfumaria,B2B,Ambos,3.0,2.0,22.87,1.0,4.0,3.0,3.0,ISO/HACCP,1.0,4.0
Bunge Brasil,95000000000.0,Chutney de manga,B2C,Externo,2.0,2.5,32.78,3.0,1.0,3.0,2.0,ISO/HACCP,1.0,2.0
Cutrale,30000000000.0,Esfoliante natural,B2B,Externo,5.0,4.0,16.0,5.0,5.0,1.0,3.0,Nenhuma,2.0,3.0
VerdePulp Brasil,310000000.0,Sabonete / hidratante com manga,B2B,Interno,4.0,3.0,50.32,5.0,5.0,3.0,3.0,ANVISA,4.0,5.0
nao informado,180000000.0,Concentrado de manga,B2B,Externo,3.0,3.0,16.08,3.0,2.0,1.0,3.0,Internacional,3.0,1.0
nao informado,4200000000.0,Suco pronto (NFC),B2B,Externo,2.0,2.5,31.55,2.0,3.0,3.0,3.0,Nenhuma,4.0,3.0
TropFruit Ingredients,650000000.0,Sorbet / picolé,B2C,Interno,2.0,2.5,10.09,3.0,3.0,4.0,2.0,MAPA,2.0,2.0
BioManga Circular,120000000.0,Purê de manga asséptico,B2B,Ambos,2.0,3.0,13.76,4.0,2.0,3.0,2.0,ISO/HACCP,3.0,2.0
Louis Dreyfus Company Brasil,18000000000.0,Base cosmética (extrato),B2B,Externo,4.0,3.5,34.55,3.0,2.0,2.0,4.0,MAPA,1.0,3.0
MangaVale Alimentos,480000000.0,Polpa congelada,nao informado,Interno,4.0,2.0,40.24,3.0,2.0,2.0,1.0,Internacional,1.0,5.0
Citrosuco,25000000000.0,Óleo / manteiga de semente de manga,B2B,Externo,3.0,3.5,44.28,2.0,5.0,3.0,5.0,ISO/HACCP,2.0,2.0
JBS Ingredients,375000000000.0,Sabonete / hidratante com manga,B2B,Ambos,5.0,3.0,20.57,2.0,3.0,3.0,4.0,Internacional,5.0,3.0
AgroDoce Nordeste,220000000.0,Subproduto industrial de bagaço processado,B2B,Interno,3.0,1.5,14.02,2.0,5.0,4.0,1.0,Nenhuma,5.0,1.0
NordFruit Export,540000000.0,Fragrância para perfumaria,B2B,Ambos,1.0,2.0,20.21,3.0,3.0,2.0,1.0,ANVISA,4.0,1.0
AgroDoce Nordeste,220000000.0,Ração / ingrediente para ração animal,B2B,Ambos,5.0,4.5,29.54,4.0,5.0,4.0,5.0,ANVISA,1.0,2.0
Bunge Brasil,95000000000.0,Biogás / energia,B2B,nao informado,3.0,3.0,27.93,4.0,3.0,4.0,2.0,ISO/HACCP,2.0,3.0
Citrosuco,25000000000.0,Concentrado de manga,B2B,Interno,2.0,1.5,34.99,2.0,3.0,2.0,1.0,ANVISA,5.0,1.0
Duas Rodas,4200000000.0,Manga desidratada em pedaços,B2B,Interno,4.0,3.0,26.75,3.0,2.0,4.0,3.0,Nenhuma,2.0,3.0
AgroDoce Nordeste,220000000.0,Cubos IQF,B2C,Interno,4.0,2.5,14.18,4.0,3.0,2.0,1.0,ISO/HACCP,2.0,1.0
Kerry do Brasil,9000000000.0,Fibra alimentar de manga,B2B,Externo,4.0,3.0,17.0,4.0,2.0,3.0,1.0,MAPA,3.0,2.0
Cargill Brasil,115000000000.0,Óleo / manteiga de semente de manga,B2C,Interno,4.0,4.0,30.73,3.0,3.0,2.0,5.0,ANVISA,2.0,2.0
NordFruit Export,540000000.0,Molho agridoce / culinário,B2B,Interno,1.0,4.5,30.14,4.0,3.0,3.0,5.0,MAPA,1.0,2.0
